person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,gasto_mensual,ahorro_mensual,indice_endeudamiento,loan_grade_score,score_crediticio
25,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,3250,10.0,0,0.08,N,3,24977.319906910558,17022.680093089442,0.07738095238095238,4.0,54.36934494380827
21,30000,RENT,3.0,VENTURE,C,5000,13.92,0,0.17,N,4,19112.45355895506,10887.546441044939,0.16666666666666666,3.0,43.74076318671386
24,30000,RENT,0.0,EDUCATION,B,5000,11.14,0,0.17,N,2,19352.08319974817,10647.91680025183,0.16666666666666666,4.0,52.377382964924024
21,36000,MORTGAGE,0.0,EDUCATION,A,14000,6.54,1,0.39,N,4,20418.847354798385,15581.152645201615,0.3888888888888889,5.0,67.1610687591039
26,30000,RENT,7.0,DEBTCONSOLIDATION,D,5000,14.42,1,0.17,N,4,19579.06079914872,10420.93920085128,0.16666666666666666,2.0,34.15042582373767
23,30000,RENT,0.0,PERSONAL,C,5000,11.59,0,0.17,Y,4,22425.924356642383,7574.075643357617,0.16666666666666666,3.0,26.772936535783014
22,30000,RENT,0.0,EDUCATION,B,5000,10.33,0,0.17,N,3,17749.651310389145,12250.348689610855,0.16666666666666666,4.0,54.15005369313046
23,30159,RENT,0.0,EDUCATION,B,5000,11.12,0,0.17,N,2,20506.832399863913,9652.167600136087,0.16578799031798136,4.0,52.39067334375298
25,42000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,5.42,0,0.24,N,2,31281.312636658324,10718.687363341676,0.23809523809523808,5.0,65.43650920225829
22,42000,OWN,0.0,EDUCATION,C,12000,10.99,0,0.29,N,4,28151.56764955145,13848.432350448551,0.2857142857142857,3.0,45.68780368515624
22,30900,RENT,3.0,VENTURE,B,5000,10.0,0,0.16,N,2,23026.81963959945,7873.180360400551,0.16181229773462782,4.0,53.13493455817464
23,42000,MORTGAGE,2.0,VENTURE,A,1500,6.17,0,0.04,N,3,28674.465448077626,13325.534551922374,0.03571428571428571,5.0,66.172530381806
26,31000,RENT,4.0,EDUCATION,D,5000,14.96,0,0.16,Y,3,21827.062849350168,9172.937150649832,0.16129032258064516,2.0,14.041019425217696
22,31000,RENT,2.0,MEDICAL,B,5000,10.62,0,0.16,N,4,17323.97276578329,13676.027234216712,0.16129032258064516,4.0,55.191753585744195
25,31000,RENT,0.0,PERSONAL,A,5000,8.94,0,0.16,N,2,19248.80379569868,11751.196204301319,0.16129032258064516,5.0,63.097402528361656
26,31200,RENT,8.0,EDUCATION,A,5000,8.63,0,0.16,N,2,20902.099892352413,10297.900107647587,0.16025641025641027,5.0,63.30340340021051
22,31404,RENT,0.0,PERSONAL,A,5000,7.51,0,0.16,N,3,20163.291948527964,11240.708051472036,0.1592153865749586,5.0,65.28207500026579
25,42000,MORTGAGE,4.0,VENTURE,B,3500,10.36,0,0.08,N,2,26593.290369683335,15406.709630316665,0.08333333333333333,4.0,52.895707739253396
23,31920,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.0,0,0.16,N,3,22458.40002753115,9461.599972468852,0.15664160401002505,5.0,64.95646071895632
23,42000,MORTGAGE,3.0,EDUCATION,A,11000,6.54,0,0.26,N,3,26028.337678623146,15971.662321376854,0.2619047619047619,5.0,65.92665837347027
21,42000,OWN,5.0,VENTURE,B,12250,8.88,0,0.29,N,4,24372.90863519963,17627.09136480037,0.2916666666666667,4.0,56.34801654386356
25,32000,RENT,9.0,VENTURE,C,5000,14.27,1,0.16,Y,4,21425.050738952865,10574.949261047135,0.15625,3.0,24.992025772702622
23,32000,RENT,4.0,HOMEIMPROVEMENT,B,5000,12.69,1,0.16,N,4,17749.15594824389,14250.84405175611,0.15625,4.0,53.81619937694704
26,32000,RENT,3.0,VENTURE,A,5000,6.03,0,0.16,N,2,23428.060075091424,8571.939924908576,0.15625,5.0,65.03115264797506
22,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,7000,14.84,1,0.19,N,3,25511.065227508323,10488.934772491677,0.19444444444444445,2.0,32.63691748269592
23,32000,RENT,3.0,DEBTCONSOLIDATION,C,5000,14.79,0,0.16,N,2,19107.020414166298,12892.979585833702,0.15625,3.0,40.69381093638692
24,42000,MORTGAGE,6.0,VENTURE,B,9250,11.12,0,0.22,N,4,27847.692170105845,14152.307829894155,0.22023809523809523,4.0,54.85949411502025
26,32000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.16,N,2,21054.899539840353,10945.100460159647,0.15625,5.0,64.06095499346112
24,32000,RENT,1.0,MEDICAL,A,5000,10.99,0,0.16,N,3,21581.67155642162,10418.328443578379,0.15625,5.0,62.96954908402708
26,32000,RENT,10.0,PERSONAL,C,5000,12.53,0,0.16,Y,3,19660.68840356567,12339.31159643433,0.15625,3.0,24.913878345188348
21,32000,RENT,3.0,EDUCATION,A,5000,7.68,0,0.16,N,4,22604.09932367937,9395.90067632063,0.15625,5.0,66.40351716585329
24,32004,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.23,0,0.16,N,2,19461.081340625693,12542.918659374307,0.15623047119110112,3.0,41.730460485045654
25,32004,RENT,5.0,DEBTCONSOLIDATION,C,5000,14.35,0,0.16,N,3,22364.289751783093,9639.710248216907,0.15623047119110112,3.0,42.220609656257636
24,42000,MORTGAGE,8.0,PERSONAL,B,12000,10.38,0,0.29,N,4,30355.892436059312,11644.107563940688,0.2857142857142857,4.0,55.351238131691694
23,32400,RENT,0.0,MEDICAL,B,5000,10.99,0,0.15,N,2,19445.787388177643,12954.212611822357,0.15432098765432098,4.0,52.47706080614121
24,42000,MORTGAGE,7.0,MEDICAL,C,4200,13.23,0,0.1,N,2,26206.23454937737,15793.765450622632,0.1,3.0,41.730460485045654
24,36000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,7.14,1,0.17,N,4,22237.947136795225,13762.052863204775,0.16666666666666666,5.0,66.76235739423515
22,32760,RENT,3.0,PERSONAL,C,5000,13.48,0,0.15,Y,3,19383.24025966429,13376.75974033571,0.15262515262515264,3.0,24.282585350812834
22,32968,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.61,1,0.15,N,3,24543.788168342493,8424.211831657507,0.1516622179082747,2.0,32.78975683922894
26,33000,RENT,2.0,MEDICAL,B,5000,12.69,0,0.15,N,4,23741.21395057944,9258.78604942056,0.15151515151515152,4.0,53.81619937694704
26,36000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6000,11.49,1,0.17,N,2,21665.483213938558,14334.516786061442,0.16666666666666666,4.0,52.144801335417256
23,33000,RENT,5.0,PERSONAL,B,5000,10.62,0,0.15,N,2,19176.24493874129,13823.755061258711,0.15151515151515152,4.0,52.722932814476934
23,42000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,11000,7.88,0,0.26,N,2,23465.491592819933,18534.508407180067,0.2619047619047619,5.0,63.80179260629644
22,33000,RENT,1.0,DEBTCONSOLIDATION,B,5000,10.25,0,0.15,N,4,18996.249704430076,14003.750295569924,0.15151515151515152,4.0,55.43762559407992
24,33000,RENT,8.0,MEDICAL,C,5000,10.99,0,0.15,N,3,19352.053313288194,13647.946686711806,0.15151515151515152,3.0,44.4533932995226
21,33000,RENT,5.0,EDUCATION,C,5000,12.84,0,0.15,N,2,18210.431579242926,14789.568420757074,0.15151515151515152,3.0,41.98962287221035
24,42000,OWN,7.0,MEDICAL,A,3000,7.51,0,0.07,N,2,31251.642237042335,10748.357762957665,0.07142857142857142,5.0,64.04766461463217
23,33017,RENT,1.0,PERSONAL,B,5000,10.99,0,0.15,N,4,19090.044418500835,13926.955581499165,0.15143713844383197,4.0,54.94588157740847
26,33280,RENT,11.0,DEBTCONSOLIDATION,D,5000,14.11,1,0.15,N,4,22060.575212774987,11219.424787225013,0.1502403846153846,2.0,34.35642669558652
23,33600,RENT,3.0,VENTURE,C,5000,13.49,0,0.15,Y,4,24146.527562816755,9453.472437183245,0.1488095238095238,3.0,25.510350547031983
21,33600,RENT,4.0,EDUCATION,C,5000,13.49,0,0.15,N,3,20158.533051590006,13441.466948409994,0.1488095238095238,3.0,42.79209594590283
21,42000,MORTGAGE,3.0,EDUCATION,B,13750,11.36,0,0.33,N,4,30436.566393296915,11563.433606703085,0.3273809523809524,4.0,54.70000956907275
21,33996,RENT,0.0,PERSONAL,B,5000,12.18,0,0.15,N,3,21197.73270752035,12798.26729247965,0.14707612660312977,4.0,52.920693651451835
25,33996,RENT,0.0,VENTURE,A,5000,9.38,0,0.15,N,3,23526.11536708171,10469.884632918289,0.14707612660312977,5.0,64.0394245797582
24,42000,MORTGAGE,3.0,MEDICAL,A,8500,7.51,0,0.2,N,4,28343.903769052373,13656.096230947627,0.20238095238095238,5.0,66.51648538589943
25,34000,RENT,6.0,VENTURE,A,5000,10.99,0,0.15,N,2,21402.826193917987,12597.173806082013,0.14705882352941177,5.0,61.735138698393456
23,34000,RENT,4.0,VENTURE,A,5000,7.88,0,0.15,N,4,23286.874488921134,10713.125511078866,0.14705882352941177,5.0,66.27061337756369
21,42000,MORTGAGE,6.0,EDUCATION,A,3500,7.51,0,0.08,N,2,24189.32388056464,17810.67611943536,0.08333333333333333,5.0,64.04766461463217
22,34000,RENT,3.0,DEBTCONSOLIDATION,A,5000,8.0,0,0.15,N,4,24348.302629833208,9651.697370166792,0.14705882352941177,5.0,66.19087110458995
25,34400,RENT,9.0,VENTURE,C,5000,13.49,0,0.15,N,4,25717.75167800268,8682.248321997318,0.14534883720930233,3.0,44.02650633153647
22,34500,RENT,1.0,VENTURE,C,5000,10.99,0,0.14,N,4,20578.19423186001,13921.805768139991,0.14492753623188406,3.0,45.68780368515624
23,34800,RENT,1.0,HOMEIMPROVEMENT,B,5000,10.99,1,0.14,N,2,25504.339572654557,9295.660427345443,0.14367816091954022,4.0,52.47706080614121
23,42000,MORTGAGE,7.0,EDUCATION,D,10000,14.59,0,0.24,Y,2,30836.688328660617,11163.311671339383,0.23809523809523808,2.0,13.05248104791979
24,34900,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.49,0,0.14,N,3,24046.774795040543,10853.225204959457,0.14326647564469913,4.0,53.37921172105089
22,34992,RENT,1.0,PERSONAL,B,5000,10.99,0,0.14,N,3,21255.709328309316,13736.290671690684,0.14288980338363055,4.0,53.71147119177484
24,35000,RENT,4.0,MEDICAL,B,5000,11.71,0,0.14,N,3,25097.98002753671,9902.019972463291,0.14285714285714285,4.0,53.23301755393235
25,35000,RENT,0.0,MEDICAL,B,5000,11.71,0,0.14,N,2,25047.28299987115,9952.71700012885,0.14285714285714285,4.0,51.99860716829872
21,35000,RENT,5.0,MEDICAL,B,5000,10.65,0,0.14,N,3,21517.548869756858,13482.451130243142,0.14285714285714285,4.0,53.93740763186713
22,35000,RENT,2.0,MEDICAL,B,5000,11.71,0,0.14,N,2,21407.797977288265,13592.202022711735,0.14285714285714285,4.0,51.99860716829872
23,35000,RENT,5.0,PERSONAL,A,5000,6.99,0,0.14,N,2,23815.397017857274,11184.602982142726,0.14285714285714285,5.0,64.39321446418508
26,29000,RENT,6.0,MEDICAL,C,5000,12.99,1,0.17,Y,2,20864.126448668183,8135.873551331817,0.1724137931034483,3.0,23.373789246488677
25,36000,MORTGAGE,6.0,MEDICAL,D,10000,10.99,1,0.28,N,2,23504.288743351844,12495.711256648156,0.2777777777777778,2.0,33.960905021636734
23,42000,MORTGAGE,2.0,EDUCATION,B,5200,10.25,0,0.12,N,4,31146.925927971883,10853.074072028117,0.12380952380952381,4.0,55.43762559407992
22,35000,RENT,6.0,MEDICAL,B,5000,10.99,0,0.14,N,4,23784.883167448654,11215.116832551346,0.14285714285714285,4.0,54.94588157740847
23,35000,RENT,3.0,MEDICAL,B,5000,10.99,0,0.14,N,2,22851.903941652432,12148.096058347568,0.14285714285714285,4.0,52.47706080614121
25,35000,RENT,3.0,MEDICAL,B,5000,10.36,0,0.14,N,3,19894.263549772433,15105.736450227567,0.14285714285714285,4.0,54.13011812488703
22,35000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,N,3,19610.189916318228,15389.810083681772,0.14285714285714285,5.0,65.03620299193007
24,35000,RENT,8.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,N,4,22088.376671086182,12911.623328913818,0.14285714285714285,5.0,66.27061337756369
22,35000,RENT,4.0,PERSONAL,C,5000,13.23,0,0.14,N,2,21957.766404307033,13042.233595692967,0.14285714285714285,3.0,41.730460485045654
25,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,8.59,0,0.17,N,3,25726.794152463714,16273.205847536286,0.16666666666666666,5.0,64.56439454350206
25,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,13750,13.22,1,0.38,N,4,20525.407930546124,15474.592069453876,0.3819444444444444,3.0,44.2059264457274
26,42000,MORTGAGE,0.0,VENTURE,B,4500,11.48,0,0.11,N,3,24558.125358492412,17441.874641507588,0.10714285714285714,4.0,53.38585691046537
25,29000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.7,1,0.17,Y,3,17982.29780244309,11017.702197556911,0.1724137931034483,2.0,13.549275408546247
22,42000,MORTGAGE,6.0,MEDICAL,A,5000,8.94,0,0.12,N,2,24117.083029769958,17882.916970230042,0.11904761904761904,5.0,63.097402528361656
23,29000,RENT,1.0,MEDICAL,F,5000,10.99,1,0.17,Y,3,21726.571695583825,7273.428304416175,0.1724137931034483,,
24,29004,RENT,4.0,EDUCATION,A,5000,6.92,1,0.17,N,3,18819.77501885571,10184.224981144289,0.17239001517032135,5.0,65.67414117572007
23,35004,RENT,4.0,MEDICAL,C,5000,14.72,0,0.14,Y,3,20080.552202099516,14923.447797900484,0.1428408181922066,3.0,23.45858186341743
25,42000,MORTGAGE,2.0,PERSONAL,A,6000,8.94,0,0.14,N,2,29087.972852951047,12912.027147048953,0.14285714285714285,5.0,63.097402528361656
24,42000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000,8.59,0,0.17,N,2,26118.708621716934,15881.291378283066,0.16666666666666666,5.0,63.329984157868424
25,35004,RENT,3.0,PERSONAL,A,5000,8.94,0,0.14,N,2,24658.112189717947,10345.887810282053,0.1428408181922066,5.0,63.097402528361656
23,35520,RENT,3.0,EDUCATION,C,5000,13.57,0,0.14,N,3,21025.397237122812,14494.602762877188,0.14076576576576577,3.0,42.738934430587
21,35550,RENT,3.0,PERSONAL,C,5000,10.99,0,0.14,N,4,24716.166892598256,10833.833107401744,0.14064697609001406,3.0,45.68780368515624
26,35880,RENT,2.0,VENTURE,A,5000,7.68,0,0.14,N,4,21718.478671681412,14161.521328318588,0.13935340022296544,5.0,66.40351716585329
22,30000,RENT,3.0,MEDICAL,D,5000,18.25,1,0.17,N,2,19939.859609735584,10060.140390264416,0.16666666666666666,2.0,29.13649750672493
21,42000,OTHER,5.0,DEBTCONSOLIDATION,C,12000,14.26,0,0.29,Y,4,23268.42492486157,18731.57507513843,0.2857142857142857,3.0,24.998670962117103
23,36000,RENT,1.0,EDUCATION,C,5000,14.79,0,0.14,N,2,21205.429365949407,14794.570634050593,0.1388888888888889,3.0,40.69381093638692
21,36000,RENT,3.0,EDUCATION,C,5000,12.99,0,0.14,N,4,20172.772385344397,15827.227614655603,0.1388888888888889,3.0,44.35876580226042
23,30000,RENT,7.0,PERSONAL,C,5000,14.17,1,0.17,Y,3,17899.28368400859,12100.716315991409,0.16666666666666666,3.0,23.82406728121378
26,36000,RENT,4.0,VENTURE,B,5000,10.37,0,0.14,N,4,26799.233542161528,9200.766457838472,0.1388888888888889,4.0,55.35788332110617
23,42000,MORTGAGE,1.0,PERSONAL,C,5750,13.57,0,0.14,N,3,25406.319121937064,16593.680878062936,0.13690476190476192,3.0,42.738934430587
22,30000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.54,1,0.17,N,4,21189.296763448616,8810.703236551384,0.16666666666666666,2.0,34.070683550763924
23,36000,RENT,0.0,EDUCATION,B,5000,10.99,0,0.14,N,3,23217.351808987285,12782.648191012715,0.1388888888888889,4.0,53.71147119177484
23,36000,RENT,4.0,DEBTCONSOLIDATION,A,5000,6.17,0,0.14,N,2,26194.798377106225,9805.201622893775,0.1388888888888889,5.0,64.93811999617236
22,30000,RENT,6.0,MEDICAL,E,5000,17.43,1,0.17,N,2,20016.48534898516,9983.51465101484,0.16666666666666666,1.0,20.423325146459973
26,42000,MORTGAGE,4.0,MEDICAL,B,15000,11.26,0,0.36,N,4,31033.893972321217,10966.106027678783,0.35714285714285715,4.0,54.76646146321754
23,42000,OWN,7.0,PERSONAL,B,4400,11.89,0,0.1,N,4,27189.77772644196,14810.22227355804,0.10476190476190476,4.0,54.34781453010535
22,30000,RENT,4.0,VENTURE,D,5000,15.21,1,0.17,Y,3,20493.745634962324,9506.254365037676,0.16666666666666666,2.0,13.874889689855719
24,30000,RENT,1.0,HOMEIMPROVEMENT,D,5000,15.7,1,0.17,Y,4,21639.377186212532,8360.622813787468,0.16666666666666666,2.0,14.78368579417988
22,36000,RENT,4.0,MEDICAL,C,5000,13.48,0,0.14,N,3,21563.861841589543,14436.138158410457,0.1388888888888889,3.0,42.798741135317314
23,36000,RENT,1.0,MEDICAL,C,5000,13.22,0,0.14,N,4,26454.052021704945,9545.947978295055,0.1388888888888889,3.0,44.2059264457274
23,36100,RENT,2.0,EDUCATION,A,5000,7.49,0,0.14,N,4,22083.957278308775,14016.042721691225,0.13850415512465375,5.0,66.5297757647284
22,42000,MORTGAGE,1.0,EDUCATION,A,13000,10.99,0,0.31,N,4,29621.997844039422,12378.002155960578,0.30952380952380953,5.0,64.2039594696607
25,42000,OWN,9.0,HOMEIMPROVEMENT,A,8000,9.63,0,0.19,N,2,24998.38738127095,17001.61261872905,0.19047619047619047,5.0,62.638884458762604
26,36225,RENT,2.0,VENTURE,C,5000,12.84,0,0.14,N,4,26603.881218066002,9621.118781933998,0.13802622498274672,3.0,44.45844364347761
24,36396,RENT,8.0,DEBTCONSOLIDATION,A,5000,6.03,0,0.14,N,3,22675.167365556936,13720.832634443064,0.13737773381690296,5.0,66.2655630336087
26,36400,RENT,3.0,MEDICAL,A,5000,8.9,0,0.14,N,4,26818.894351307546,9581.105648692454,0.13736263736263737,5.0,65.59280405728684
25,36480,RENT,4.0,DEBTCONSOLIDATION,A,5000,6.54,0,0.14,N,2,26983.365413922445,9496.634586077555,0.13706140350877194,5.0,64.69224798783664
22,36996,RENT,3.0,VENTURE,B,5000,9.99,0,0.14,N,3,26514.15662777403,10481.843372225969,0.13514974591847767,4.0,54.37599013322275
23,42000,MORTGAGE,3.0,EDUCATION,C,5400,11.78,0,0.13,N,4,28051.1763565426,13948.8236434574,0.12857142857142856,3.0,45.16283372141239
24,42000,OWN,1.0,VENTURE,B,7500,10.51,0,0.18,N,3,25228.13755680127,16771.86244319873,0.17857142857142858,4.0,54.03044028366983
22,36996,RENT,0.0,MEDICAL,A,5000,5.42,0,0.14,N,2,27247.02845130784,9748.97154869216,0.13514974591847767,5.0,65.43650920225829
24,42000,MORTGAGE,2.0,PERSONAL,C,2000,11.28,0,0.05,N,2,23617.803550202716,18382.196449797284,0.047619047619047616,3.0,43.026272420869084
22,37000,RENT,4.0,PERSONAL,B,5000,10.65,0,0.14,N,4,27613.665244198146,9386.334755801854,0.13513513513513514,4.0,55.17181801750076
26,36000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,5000,12.29,1,0.14,Y,3,24277.624065365948,11722.375934634052,0.1388888888888889,3.0,25.073362891135847
22,37500,RENT,4.0,PERSONAL,C,5000,11.03,0,0.13,Y,3,27893.460566852693,9606.539433147307,0.13333333333333333,3.0,25.9106567573602
26,42000,MORTGAGE,11.0,EDUCATION,D,15075,12.92,0,0.36,N,2,28585.413661894552,13414.586338105448,0.35892857142857143,2.0,32.678383464642266
23,31516,RENT,4.0,DEBTCONSOLIDATION,B,5000,9.91,1,0.16,N,4,22665.33781025901,8850.66218974099,0.1586495748191395,4.0,55.66356203417221
23,42000,OWN,1.0,PERSONAL,B,5400,10.99,0,0.13,N,2,26500.159185962602,15499.840814037398,0.12857142857142856,4.0,52.47706080614121
23,42048,MORTGAGE,7.0,EDUCATION,A,8500,7.74,0,0.2,N,3,23363.415978547968,18684.584021452032,0.20214992389649925,5.0,65.12923564373277
23,32000,RENT,4.0,PERSONAL,B,5000,9.91,1,0.16,N,3,21116.41878756487,10883.581212435129,0.15625,4.0,54.42915164853858
24,38000,RENT,8.0,MEDICAL,C,5000,13.99,0,0.13,N,4,26630.132703517993,11369.867296482007,0.13157894736842105,3.0,43.69424686081251
23,32000,RENT,5.0,HOMEIMPROVEMENT,B,5000,10.99,1,0.16,N,4,18643.96955664099,13356.03044335901,0.15625,4.0,54.94588157740847
22,38000,RENT,0.0,EDUCATION,A,5000,7.29,0,0.13,N,3,27871.174706072234,10128.825293927766,0.13157894736842105,5.0,65.42826916738433
21,38000,RENT,0.0,EDUCATION,C,5000,10.99,0,0.13,Y,4,26502.39700184413,11497.602998155871,0.13157894736842105,3.0,27.171647900651756
23,42179,MORTGAGE,1.0,EDUCATION,A,10000,5.42,0,0.24,N,4,30360.89165047216,11818.10834952784,0.2370848052348325,5.0,67.90532997352557
23,38000,RENT,0.0,MEDICAL,B,5000,11.58,0,0.13,N,3,25136.238772806875,12863.761227193125,0.13157894736842105,4.0,53.31940501632057
25,32000,RENT,1.0,EDUCATION,D,5000,15.37,1,0.16,Y,3,23369.95764033133,8630.04235966867,0.15625,2.0,13.768566659224055
23,32000,RENT,2.0,VENTURE,E,5000,13.93,1,0.16,N,4,23764.439718680456,8235.560281319544,0.15625,1.0,25.217962212794916
23,38004,RENT,5.0,VENTURE,A,5000,6.91,0,0.13,N,2,24973.139694710928,13030.860305289072,0.1315650984106936,5.0,64.4463759795009
25,42240,OWN,10.0,HOMEIMPROVEMENT,A,8000,6.62,0,0.19,N,4,24511.907255165217,17728.092744834783,0.1893939393939394,5.0,67.10790724378806
23,42240,MORTGAGE,3.0,EDUCATION,C,5500,12.73,0,0.13,N,3,25808.23758753753,16431.76241246247,0.13020833333333334,3.0,43.297130341403246
24,42252,MORTGAGE,3.0,PERSONAL,C,8000,12.84,0,0.19,N,2,27605.873220649035,14646.126779350965,0.18934014957871817,3.0,41.98962287221035
26,32352,RENT,0.0,VENTURE,D,5000,14.84,1,0.15,N,4,20512.465987849486,11839.534012150514,0.15454995054401582,2.0,33.87132786832955
21,38400,RENT,5.0,PERSONAL,B,5000,10.59,0,0.13,N,4,24574.432526704466,13825.567473295534,0.13020833333333334,4.0,55.21168915398764
25,42348,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8000,10.99,0,0.19,N,2,26675.263618986064,15672.736381013936,0.18891092849721355,5.0,61.735138698393456
24,38400,RENT,3.0,MEDICAL,B,5000,10.99,0,0.13,N,2,27254.955273310625,11145.044726689375,0.13020833333333334,4.0,52.47706080614121
24,38400,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.14,0,0.13,N,3,24303.073872778394,14096.926127221606,0.13020833333333334,4.0,53.611793350557654
23,39000,RENT,6.0,EDUCATION,B,5000,12.69,0,0.13,N,3,28372.04380680266,10627.95619319734,0.1282051282051282,4.0,52.5817889913134
22,39000,RENT,4.0,MEDICAL,A,5000,6.99,0,0.13,N,2,23918.277920480825,15081.722079519175,0.1282051282051282,5.0,64.39321446418508
25,39000,RENT,9.0,MEDICAL,A,5000,7.49,0,0.13,N,4,28912.371744205273,10087.628255794727,0.1282051282051282,5.0,66.5297757647284
24,33000,RENT,1.0,MEDICAL,F,5000,21.36,1,0.15,N,2,19787.215096431646,13212.784903568354,0.15151515151515152,,
24,42500,MORTGAGE,5.0,PERSONAL,A,4800,7.51,0,0.11,N,2,25780.725436412507,16719.274563587493,0.11294117647058824,5.0,64.04766461463217
23,42500,MORTGAGE,7.0,EDUCATION,A,7500,8.49,0,0.18,N,3,24562.18974027229,17937.81025972771,0.17647058823529413,5.0,64.63084643764685
23,42500,MORTGAGE,2.0,EDUCATION,B,12600,10.99,0,0.3,N,4,30482.60742638487,12017.392573615129,0.2964705882352941,4.0,54.94588157740847
25,42500,MORTGAGE,9.0,EDUCATION,A,2000,5.42,0,0.05,N,3,25909.45591772092,16590.54408227908,0.047058823529411764,5.0,66.67091958789193
24,42500,MORTGAGE,8.0,DEBTCONSOLIDATION,C,10000,13.8,0,0.24,N,2,30328.224660384058,12171.775339615942,0.23529411764705882,3.0,41.35168468842035
26,39516,RENT,0.0,MEDICAL,A,5000,7.74,0,0.13,N,3,29139.969143170776,10376.030856829224,0.12653102540742991,5.0,65.12923564373277
24,39862,RENT,8.0,MEDICAL,C,5000,14.22,0,0.13,N,4,28631.99452395515,11230.005476044851,0.12543274296322313,3.0,43.5414075042795
25,39996,RENT,3.0,MEDICAL,A,5000,6.92,0,0.13,N,3,27407.18975806293,12588.81024193707,0.125012501250125,5.0,65.67414117572007
25,39996,RENT,2.0,DEBTCONSOLIDATION,C,5000,13.72,0,0.13,N,2,23650.927925089585,16345.072074910415,0.125012501250125,3.0,41.404846203736184
21,33996,RENT,3.0,PERSONAL,B,5000,9.25,1,0.15,N,3,18766.878077309837,15229.121922690163,0.14707612660312977,4.0,54.8677341498942
23,33996,RENT,0.0,PERSONAL,D,5000,14.84,1,0.15,Y,2,24501.397161333207,9494.602838666793,0.14707612660312977,2.0,12.886351312557812
24,33996,RENT,2.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.15,N,2,22311.336822807898,11684.663177192102,0.14707612660312977,2.0,31.32276482408854
25,39996,RENT,0.0,VENTURE,C,5000,12.87,0,0.13,Y,2,24247.400566984976,15748.599433015024,0.125012501250125,3.0,23.453531519462434
25,39996,RENT,1.0,DEBTCONSOLIDATION,B,5000,11.89,0,0.13,N,4,24943.56069906481,15052.439300935192,0.125012501250125,4.0,54.34781453010535
23,39996,RENT,6.0,PERSONAL,B,5000,10.2,0,0.13,N,2,23245.721828095244,16750.278171904756,0.125012501250125,4.0,53.00203076988505
24,33996,RENT,2.0,VENTURE,D,5000,12.92,1,0.15,N,4,25310.292403368214,8685.707596631786,0.14707612660312977,2.0,35.147204235909534
21,42500,OTHER,0.0,EDUCATION,D,7000,14.61,0,0.16,Y,2,29016.120148292204,13483.879851707796,0.16470588235294117,2.0,13.039190669090829
23,40000,RENT,0.0,EDUCATION,B,5000,12.42,0,0.13,N,4,26189.29439846371,13810.70560153629,0.125,4.0,53.99561949113797
26,40000,RENT,11.0,EDUCATION,B,5000,9.91,0,0.13,N,3,25649.082006829853,14350.917993170147,0.125,4.0,54.42915164853858
22,40000,RENT,4.0,EDUCATION,A,5000,8.9,0,0.13,N,2,23621.10670434993,16378.893295650068,0.125,5.0,63.123983286019566
24,40000,RENT,5.0,DEBTCONSOLIDATION,B,5000,12.42,0,0.13,N,3,25419.45618941481,14580.54381058519,0.125,4.0,52.761209105504335
25,42504,MORTGAGE,9.0,MEDICAL,A,10000,7.29,0,0.24,N,2,31293.197011568198,11210.802988431802,0.23527197440240918,5.0,64.1938587817507
21,40000,RENT,4.0,VENTURE,A,5000,5.79,0,0.13,N,2,29162.590045687088,10837.409954312912,0.125,5.0,65.19063719392257
21,36588,MORTGAGE,5.0,DEBTCONSOLIDATION,D,1000,14.61,1,0.03,N,2,25806.902181634654,10781.097818365346,0.02733136547501913,2.0,31.555346453595305
22,34000,RENT,6.0,PERSONAL,B,5000,10.99,1,0.15,N,4,25291.8403070327,8708.1596929673,0.14705882352941177,4.0,54.94588157740847
24,40000,RENT,6.0,MEDICAL,A,5000,6.17,0,0.13,N,3,28899.92500584049,11100.07499415951,0.125,5.0,66.172530381806
